festival_name,place,start,end,content,jugwan,tel,content_info,homepage,zip_no,latitude,logitude,sido,sigungu,doro,eupmyun,sangse
장보고수산물축제,해변공원+장보고기념관 일원,2022-05-05,2022-05-08,전통노젓기+해조류김밥만들기+열린무대 등,완도장보고수산물축제 추진위원회,061-550-5411,www.wando.go.kr,,59117,35.871479,128.601482,전라남도,완도군,완도읍 해변공원로 24,완도읍,"군내리, 1443-1"
청산도슬로걷기축제,청산도일원,2022-04-09,2022-05-08,나비야청산가자+명사와 함께걷기힐링토크 등,청산도슬로우걷기축제추진위원회,061-550-5433,www.wando.go.kr,,59151,37.9036667,127.6819983,전라남도,완도군,청산면 청산로 46,청산면,"도청리, 1173-10, 청산복지회관"
김삿갓문화제,김삿갓유적지 일원,2022-09-23,2022-09-25,조선시대영월과거대전+백일장+김삿갓해학의길걷기,영월문화재단,033-375-6353,http://www.ywcf.com/,김삿갓문학관+MTB라이딩+김삿갓계곡+전국휘호대회,26246,35.8698726,128.6053779,강원특별자치도,영월군,김삿갓면 김삿갓로 216-22,김삿갓면,"와석리, 913-1, 난고김삿삿문학원"
2016 대가야체험축제,"대가야박물관, 대가야역사테마관광지, 대가야문화누리, 관내 일원",2016-04-07,2016-04-10,"36개 체험프로그램, 이조년 전국백일장 등 연계행사, 대가야박물관 기획특별전 등 부대행사, 역사재현극 등",사)대가야체험축제추진위원회,054-950-6424,http://fest.daegaya.net,,40140,37.8799325,127.7343933,경상북도,고령군,대가야읍 대가야로 1216,대가야읍,"지산리, 471-1, 대가야역사테마관광지"
황룡강 (洪)길동무 꽃길 축제,황룡강변 일원+홍길동테마파크,2023-05-19,2023-05-21,공연+체험+판매행사 등,전라남도 장성군축제위원회,061-390-7240,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_02,황룡강+홍길동테마파크,0,35.197122,128.9901437,,,,,nan
백양단풍축제,국립공원 백암산+백양사 일원,2022-10-29,2022-10-30,공연+체험+판매행사 등,전라남도 장성군,061-390-7240,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_05,백양사+애기단풍,57205,37.4050241,126.8982173,전라남도,장성군,북하면 백양로 1239,북하면,"약수리, 26, 백양사"
축령산 편백산소축제,축령산 조림성공지,2019-10-05,2019-10-05,공연+체험+판매행사 등,전라남도 장성군,061-390-7240,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_03,축령산편백숲,0,33.4890251,126.4956492,,,,,nan
2023년 개화산 해맞이행사,개화산 정상(방화2동),2023-01-01,2023-01-01,해맞이축제,서울특별시 강서구,02-2600-6455,,,0,34.454006,126.5937721,,,,,nan
2023년 개화산 봄꽃축제,방화근린공원,2023-04-22,2022-04-22,경관조명전시+플리마켓+버스킹 등,서울특별시 강서구,02-2600-6455,,,0,35.8416503,127.5748685,,,,,nan
2023년 마곡문화의 거리 버스킹,마곡문화의거리,2023-04-29,2023-06-30,다양한 공연 및 부대행사,서울특별시 강서구,02-2600-6634,,축제기간 중 매주 금요일+토요일,0,37.100542,129.0082994,,,,,nan
제7회 겸재문화예술제,겸재정선미술관+어울림공원+궁산근린공원,2023-05-12,2023-05-13,전국사생대회+청소년문화예술제+체험마당 등,강서문화원(겸재정선미술관),02-2659-2206,http://gjjs.or.kr/,,0,37.8724395,127.729498,,,,,nan
2023년 우장산 신록 페스티벌,우장산축구장,2023-05-20,2023-05-20,체험 및 부대행사+버스킹 영화상영 등,서울특별시 강서구,02-2600-6634,,,7684,35.871479,128.601482,서울특별시,강서구,우장산로10길 112 (화곡동),화곡동,"산60-1, 한국폴리텍대학서울강서캠퍼스"
강서문화예술페스티벌,아트리움,2023-06-30,2023-07-01,공연+전시 및 체험부스,서울특별시 강서구,02-2600-5890,,,7719,37.4216073,127.7533352,서울특별시,강서구,가로공원로 195 (화곡동),화곡동,379-68
금천하모니축제 2021,금천구청 광장 일대,2023-05-12,2023-05-14,메인공연 및 주민탈춤 퍼포먼스+안양천 빛길 조성+플리마켓 등,금천문화재단,02-2627-1442,https://gcfac.or.kr/content?gcfac_menu_cd=U0107,,8611,35.863327,128.5965948,서울특별시,금천구,시흥대로73길 70 (시흥동),시흥동,"1020, 금천구청종합청사"
제천국제음악영화제,제천시 일원,2023-08-10,2023-08-15,음악영화제,제천국제음악영화제집행위원회,043-646-2242,http://www.jimff.org,,0,37.9002867,127.0697619,,,,,nan
제천의병제,자양영당 등,2023-10-20,2022-10-22,의병제,제천문화원,043-642-3646,http://www.jecheoncc.or.kr,,27169,34.7509454,127.7469385,충청북도,제천시,의림대로 125 (중앙로2가),중앙로2가,"26-1, 제천시민회관"
전주국제영화제,고사동영화의거리 일대,2022-04-28,2022-05-07,우수한 국내외 영화를 소개하는 영화축제의 장,전주국제영화제조직위원회,063-288-5433,https://www.jeonjufest.kr,전주국제영화제+한옥마을+객사+덕진공원,54999,34.8482246,128.4227749,전라북도,전주시,완산구 전주객사4길 74-12 (고사동),완산구,"고사동, 181, 씨네Q, 전주영화의거리"
전주한지문화축제,한국전통문화전당 일원,2022-05-05,2022-05-07,한지 축제,전주한지문화조직위원회,063-271-2503,https://jjhanji.or.kr,한지산업지원센터+한옥마을+객사+덕진공원,55000,34.476008,126.6163013,전라북도,전주시,완산구 현무1길 20 (경원동3가),완산구,"경원동3가, 14-2, 한국전통문화전당,, 한지산업지원센터"
장성탄탄축제활기찬동행,장성중앙시장 일원,2022-09-24,2022-09-25,공연+체험프로그램+부스 운영 등,장성동축제위원회,033-581-6903,http://tbcf.or.kr/,,26052,33.4789974,126.5281542,강원특별자치도,태백시,장성1길 171 (장성동),장성동,"169-1, 장성동행정복지센터"
태백 황지연못 황부자며느리 축제,횡지연못(문화광장) 일원,2022-09-23,2022-09-25,마당극+걷기행사+가요제+야시장,태백시여성단체협의회,033-552-1370,http://tbcf.or.kr/,,26052,34.6259255,126.7724751,강원특별자치도,태백시,장성1길 171 (장성동),장성동,"169-1, 장성동행정복지센터"
철암 단풍축제,철암단풍군락지 일원,2022-10-14,2022-10-16,단풍길 걷기대회+전시회+먹거리 장터 등,철암동주민자치회,033-582-7906,http://tbcf.or.kr/,,26052,37.502918,126.76591,강원특별자치도,태백시,장성1길 171 (장성동),장성동,"169-1, 장성동행정복지센터"
태백산 눈축제,태백산국립공원+황지연못 일원,2023-01-01,2023-01-01,눈조각대회+눈꽃등반대회+체험행사+공연 등,태백시문화재단,033-553-6900,http://tbcf.or.kr/,,26052,37.250205,127.1655915,강원특별자치도,태백시,장성1길 171 (장성동),장성동,"169-1, 장성동행정복지센터"
강릉단오제,강릉시 남대천 단오장 및 지정행사장,2022-05-30,2022-06-06,문화재행사+단오TV+전시+시민참여행사+단오유스페스티벌+온라인 챌린지 행사 등,(사)강릉단오제위원회+(사)강릉단오제보존회 외,033-641-1593,http://www.danojefestival.or.kr,축제개요+역사+사진자료 등,25586,37.3411012,127.9388557,강원특별자치도,강릉시,단오장길 1 (노암동),노암동,"722-2, 강릉단오제전수교육관"
도솔산지구전투 전승행사,도솔산전적비,2022-06-19,2022-06-19,추모식,도솔산전적문화제 집행위원회,033-480-2230,https://www.ygtour.kr/Home/H30000/H30100/placeDetail?place_no=286&viewType=gallery&viewClass=tour&page=1&pageSize=12&order_column=1&place_class=P012,,24519,35.871479,128.601482,강원특별자치도,양구군,양구읍 박수근로 366-33,양구읍,"상리, 399, 국민체육센터"
양록제,양록제단 일원,2022-10-06,2022-10-08,양록제례,양록제집행위원회,033-480-2230,https://www.ygtour.kr/Home/H30000/H30100/placeDetail?place_no=76&viewType=gallery&viewClass=tour&page=1&pageSize=12&order_column=1&place_class=P012,,0,37.9148987,127.7227653,,,,,nan
양구배꼽축제,레포츠공원 일원,2022-09-02,2022-09-04,세상에 없던 즐거움 웃음이 평화다 YOU MUST COME 배꼽,(재)양구문화재단,033-482-9612,https://www.ygtour.kr/Home/H30000/H30100/placeDetail?place_no=78&viewType=gallery&viewClass=tour&page=1&pageSize=12&order_column=1&place_class=P012,,0,37.8733462,127.7448349,,,,,nan
충주DIVE페스티벌,충주탄금호국제조정경기장~중앙탑공원 일원,2023-06-15,2023-06-18,수상불꽃+뮤직페스티벌+드론쇼+키즈파크 운영,(재)충주중원문화재단,043-851-7981,www.cjlake.kr,,27388,35.3800435,128.9210784,충청북도,충주시,중앙로 128 (성내동),성내동,"215, 충주문화회관"
명량대첩축제,녹진관광지 일원,2022-09-23,2022-09-25,해전재현+출정식+만가행진+부대행사 등,(재)명량대첩기념사업회,1588-9601,http://www.mldc.kr/web/,,58900,38.0975357,127.6968742,전라남도,진도군,군내면 진도대로 8439-19,군내면,"녹진리, 산5-10"
철원 DMZ 평화 꽃송이 축제,고석정 꽃밭,2019-09-06,2019-10-06,"세종대왕 강무행차, k-pop공연, 꽃밭 주야간 개장 등",철원군축제위원회,033-450-5766,,,24023,37.3899824,126.9592097,강원특별자치도,철원군,동송읍 태봉로 1799-15,동송읍,"장흥리, 23-84"
DMZ피스트레인 뮤직 페스티벌,고석정+노동당사+월정리역+소이산,2019-06-05,2019-06-09,"음악공연, 무용공연, 국제컨퍼런스 등",(사)피스트레인,033-450-5092,,,24023,33.4134884,126.7525669,강원특별자치도,철원군,동송읍 태봉로 1825,동송읍,"장흥리, 20-1, 철원군시설관리사업소"
선암매화제,선암사,2022-03-04,2022-03-06,"매화 산책로, 선암매화 사진공모전, 음악회 등 개최 등",전라남도 순천시청,061-749-8876,,축제일정 변동가능,57909,34.5086834,126.8008612,전라남도,순천시,승주읍 선암사길 450,승주읍,"죽학리, 802, 선암사"
제8회 낙안읍성 전국 국악대전,낙안읍성 일원,2022-04-15,2022-04-16,판소리 경연대회 등,전라남도 순천시청,061-749-8838,,축제일정 변동가능,57918,35.5027252,129.3823488,전라남도,순천시,낙안면 충민길 1,낙안면,"평촌리, 10-2"
정선아리랑제,강원도 정선군 정선읍 아라리공원,2023-09-14,2023-09-17,강원도 무형문화재 제1호인 정선아리랑의 전승보존 및 계승,(사)정선아리랑제위원회,033-563-2646,www.arirangfestival.kr,,26131,37.9002867,127.0697619,강원특별자치도,정선군,정선읍 봉양3길 17,정선읍,"봉양리, 253-1, 문화예술회관"
광주왕실도자기축제,곤지암도자공원 일원,2023-05-04,2023-05-14,광주왕실도자기,경기도 광주시 체육관광과,031-760-1729,,,12805,37.100542,129.0082994,경기도,광주시,곤지암읍 경충대로 727,곤지암읍,"삼리, 72-1, 광주도자기엑스포장"
2016 광복기념음악회,병목안시민공원,2016-08-15,2016-08-15,안양필하모닉 오케스트라연주+ 트럼펫연주곡+ 안양시립합창단 공연등,(재)안양문화예술재단,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,14023,35.3771349,127.5817165,경기도,안양시,만안구 병목안로 215 (안양동),만안구,"안양동, 산82-2, 병목안시민공원관리사무소"
2014 안양 아줌마축제,평촌중앙공원,2014-08-30,2014-08-31,아줌마 축제 개막식 및 폐막식+ 주민자치센터 동호회 공연  등,경인일보,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,14067,35.871479,128.601482,경기도,안양시,동안구 관평로 149 (평촌동),동안구,"평촌동, 895, 중앙공원관리부속"
2015 안양 시민축제,평촌중앙공원+삼덕공원,2015-10-02,2015-10-04,시민공연마당+ 전시체험부스+ 특별기회전시+ 개폐막 축하공연+ 방송국 공개방송 등,(재)안양문화예술재단,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,14067,37.4386888,127.1339128,경기도,안양시,동안구 관평로 149 (평촌동),동안구,"평촌동, 895, 중앙공원관리부속"
금당산 신년맞이행사,광주광역시 남구 진월동 금당산 정상,2021-01-01,2021-01-01,신년맞이행사,광주광역시 남구,062-651-9020,http://www.namgu.gwangju.kr/menu.es?mid=a70301000000cnt1,,61729,37.8704329,127.7377902,광주광역시,남구,회재로 1140-23 (주월동),주월동,"543-8, 원광대한방병원"
광주 칠석 고싸움놀이,광주광역시 남구 칠석동 고싸움 놀이테마파크,2022-02-15,2022-02-15,고싸움놀이,광주 칠석 고싸움 놀이 보존회,062-374-3839,http://www.gossaum.com,,61758,37.8598408,127.724338,광주광역시,남구,칠석길 28 (칠석동),칠석동,166-4
진도문화예술제,향토문화회관 및 철마공원 일원,2022-10-01,2022-10-31,남도민요전국경창대회+전국고수대회+강강술래경연대회 등,(사)한국예총진도지부,061-540-3072,https://www.jindo.go.kr/tour/tour/info/festival.cs?act=view&infoId=99&searchCondition=&searchKeyword=&pageIndex=1,,58926,35.6878627,128.724005,전라남도,진도군,진도읍 진도대로 7197,진도읍,"동외리, 1189, 향토문화회관"
산수유오감만족페스티벌,산동면 지리산온천관광지 일원,2020-11-07,2020-11-08,"○ 공연행사 : 개막공연, 구례힐링콘서트, 나도트롯스타○ 기획행사 : 씨앗의방주영구보관식, 산수유농업학교 등○ 주제행사 : 산수유산업화연구개발 품평회, 음식경연대회 등○ 체험전시행사 : 산수유열매체험, 농특산물 직거래장터 등○ 연계행사 : 지리산베이스캠프체험행사, 구례콩장, 버스킹 공연 등",구례산수유꽃축제추진위원회,061-780-2390,,,57604,34.9145065,126.6596089,전라남도,구례군,산동면 상관1길 45,산동면,"좌사리, 835-2"
물의 감정 In The Mood For Water,갤러리 공간 공일,2022-02-18,2022-02-24,춘천 대표자원인 물을 주제로 한 로켈크리에이터 간의 협업 전시,강원창조경제혁신센터,033-248-7900,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10181&search_type=1&search_keyword=EBACBCEC9D98+EAB090ECA0953A+In+The+Mood+For+Water,전시관람,24261,37.9036667,127.6819983,강원특별자치도,춘천시,향교앞길 13-4 (교동),교동,140
제27회 부산바다축제,해운대해수욕장,2023-08-01,2023-08-01,개막행사+무대공연 등,부산광역시,051-749-4061,,,48095,36.7615936,128.0769795,부산광역시,해운대구,중동2로 11 (중동),중동,"1378-95, 해운대구청"
조운플레잉,춘천 지하상가,2022-02-10,2022-02-16,"초등학생 대상으로 하는 체험과 가족, 친구, 연인 등 그룹 체험",조운동 도시재생현장지원센터,033-250-4938,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7653&search_type=1&search_keyword=ECA1B0EC9AB4ED948CEBA088EC9E89,행사+축제,24353,37.8644666,127.7353229,강원특별자치도,춘천시,중앙로 지하51-2 (중앙로2가),중앙로2가,"116, 다25"
개나리아트페어2022,개나리미술관,2022-04-05,2022-04-17,긴 겨울을 기다린 후에 개화하는 봄꽃’과 같은 아트페어,fog.n,070-8095-3899,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10344&search_type=1&search_keyword=EAB09CEB8298EBA6ACEC9584ED8AB8ED8E98EC96B42022,전시관람,24399,37.8857872,127.071937,강원특별자치도,춘천시,동내면 거두택지길44번길 7-19,동내면,"거두리, 1123-6"
제1회 도농 어울림 축제,동탄여울공원,2023-09-23,2023-09-24,농업문화체험+직거래 장터,경기도 화성시청,031-5189-6335,,,0,37.8704329,127.7377902,,,,,nan
제24회 화성 효 마라톤 대회,화성종합경기타운,2023-10-07,2023-10-07,마라톤 대회,화성시체육회,031-5189-6193,,,18588,37.100542,129.0082994,경기도,화성시,향남읍 향남로 470,향남읍,"도이리, 668, 화성종합경기타운"
정조 효 문화제 및 정조대왕 능행차 공동재현,융건릉 일원,2023-10-08,2023-10-09,영우원 천장 재현+을묘년 원행 재현+현륭원 제향 등,경기도 화성시청,031-5189-3835,http://www.정조효문화제.com/,,0,37.2408414,127.1775117,,,,,nan
2023 화성시민 한마음 체육대회,화성종합경기타운,2023-10-14,2023-10-15,종목별 대회,화성시체육회,031-5189-6193,,,18588,34.8323403,127.8999043,경기도,화성시,향남읍 향남로 470,향남읍,"도이리, 668, 화성종합경기타운"
2023 화성 학생동아리 축제,동탄센트럴파크 일원,2023-10-21,2023-10-21,초중고 학생동아리 공연+전시 및 체험부스 운영,화성시 인재육성재단,031-898-8440,http://www.hsscf.kr/,,18437,37.9036667,127.6819983,경기도,화성시,동탄공원로2길 22 (반송동),반송동,59
화성 루나 빛 축제,동탄호수공원,2023-10-28,2023-10-28,빛 조형물 및 포도존+루나쇼+문화공연 등,경기도 화성시청,031-5189-3835,,,0,33.4180592,126.3420556,,,,,nan
황룡강 가을꽃축제,황룡강변 일원,2023-10-07,2023-10-15,공연+체험+판매행사 등,전라남도 장성군축제위원회,061-390-7240,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_04,황룡강,0,37.8842671,127.7324969,,,,,nan
왜목마을해넘이해맞이축제,왜목마을 일대,2023-12-31,2023-12-31,소원적기+달짚태우기+대붓퍼포먼스+노래자랑+불꽃놀이+퓨전국악,왜목마을해돋이축제추진위원회,041-350-3591,,왜목마을관광지+일출+일몰,31700,37.8555636,127.7259831,충청남도,당진시,석문면 왜목길 26,석문면,"교로리, 844-4, 왜목하우스"
해나루황토고구마홍보행사,당진종합체육관일원,2023-12-31,2023-12-31,고구마 캐기+어린이사생대회+농산물 구매+노래자랑,고대농협,041-350-4744,,고구마+해나루,31793,38.1126417,127.7096404,충청남도,당진시,고대면 고대로 33,고대면,"진관리, 349-20, 게이트볼경기장"
해나루쌀농특산물홍보행사,삽교천체육공원,2023-12-31,2023-12-31,농업인의날 기념식및 시상+난타공연+읍면노래자랑,(사)당진시농업회의소,041-350-4744,,쌀+해나루+농특산물,31744,37.8494997,127.7435051,충청남도,당진시,신평면 삽교천3길 79,신평면,"운정리, 197-3"
"용인어린이상상의숲 어린이 주간 특별 행사 <오, 오 상상이상>",용인어린이상상의숲,2022-05-04,2022-05-07,어린이날·용인어린이상상의숲 개관일 기념 어린이와 가족을 위한 특별 행사,용인문화재단,031-323-6500,www.yicf.or.kr,,16997,36.8291062,127.4907201,경기도,용인시,처인구 동백죽전대로 61 (삼가동),처인구,"삼가동, 28-6, 용인미르스타디움"
처인성문화제,처인성 일대(남사읍),2022-09-05,2022-09-05,처인성 대몽항쟁 희생자 추모다례재 및 공연행사,용인전통문화보존회+용인문화원,031-324-9600,http://www.ycc50.org/,,17019,37.9002867,127.0697619,경기도,용인시,처인구 중부대로 1199 (삼가동),처인구,"삼가동, 556, 용인시청"
김홍열 사진전_Moment,춘천미술관 1F,2022-09-23,2022-09-28,김흥열 사진전,김홍열,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10822&search_type=1&search_keyword=EAB980ED998DEC97B4+EC82ACECA784ECA084_Moment,전시관람,24264,34.3827733,126.5775474,강원특별자치도,춘천시,서부대성로 71 (옥천동),옥천동,"73-2, 춘천예술마당"
포항거리예술축제,송도 솔밭 도시 숲 및 송도동 일대,2022-10-21,2022-10-23,"거리예술 공연, 공공미술전시, 숲속 도서관, 거리예술 교육프로그램 운영",포항문화재단,054-289-7873,http://www.phcf.or.kr,포항 송도 솔밭 도시 숲,0,37.5739077,127.1341806,,,,,nan
제8회 철원 한탄강 얼음트레킹,철원 한탄강 및 승일공원 일원,2020-01-18,2020-01-27,"개막행사, 얼음트레킹, 똥바람 알통구보대회 등",철원군축제위원회,033-450-5255,https://www.cwgfestival.com,,0,37.9053687,127.0545266,,,,,nan
제13회 철원 화강 다슬기축제,김화생활체육공원 및 화강 일원,2019-08-01,2019-08-04,"개막행사, 황금다슬기잡기 등 체험프로그램, 축하공연 등",철원군축제위원회,033-450-5255,https://www.cwgfestival.com,,24055,37.8724395,127.729498,강원특별자치도,철원군,김화읍 청양로 649,김화읍,"청양리, 1, 김화풋살장"
2019 송년콘서트 및 청소년페스티벌,철원실내체육관,2019-12-16,2019-12-17,"송년콘서트, 청소년페스티벌","철원군축제위원회, 철원교육지원청",033-450-5255,https://www.cwgfestival.com,,24032,37.8644666,127.7353229,강원특별자치도,철원군,갈말읍 갈말로 75,갈말읍,"군탄리, 1341, 철원실내체육관"
진해군항제,중원로터리 및 진해구 일원,2019-04-01,2019-04-10,추모대제+승전행사+불꽃쇼+문화예술행사,(사)이충무공선양군항제위원회,,,,51583,37.8842671,127.7324969,경상남도,창원시,진해구 진해대로 649 (경화동),진해구,"경화동, 850-3"
2022 보은대추축제,온라인축제,2022-10-14,2022-10-23,대추 및 농특산물 전시판매+랜선 콘서트+유튜브 홈쇼핑,충청북도 보은군,043-540-3393,http://www.boeunjujube.com/,,28937,35.871479,128.601482,충청북도,보은군,보은읍 군청길 38,보은읍,"이평리, 45, 보은군청"
여르미오페스티벌,안산문화예술의전당 야외 광장 일대,2023-08-19,2023-08-19,대중예술축제,안산문화재단,031-481-4030,https://www.ansanart.com/index.do,,15355,33.5165641,126.5240027,경기도,안산시,단원구 화랑로 312 (고잔동),단원구,"고잔동, 817, 안산문화예술의전당"
금산인삼축제,금산인삼관 광장 및 인삼약초시장 일원,2023-10-06,2023-10-15,ㅇ인삼캐기 체험+인삼약초체험+생활건강 체험 등 건강 체험관 운영+국제인삼교역전+인삼생활관+축제 40주년 기념 금산인삼 시대별 콘텐츠 구성 응답하라 1981 등,금산축제관광재단,041-750-2303,http://www.insamfestival.co.kr/,,32739,35.4030358,127.3860759,충청남도,금산군,금산읍 인삼광장로 30,금산읍,"신대리, 392, 금산인삼관"
기지시줄다리기민속축제,기지시줄다리기 박물관 일원,2023-04-19,2023-04-23,줄나가기+줄다리기+씨름대회+풍물대회+짚풀문화체험+다문화대축제,기지시줄다리기 축제위원회+기지시줄다리기 보존회,041-355-8118,http://jullfestival.com/,기지시 틀못+500년+세계무형문화유산,31737,37.3471239,127.9481907,충청남도,당진시,송악읍 안틀모시길 11,송악읍,"기지시리, 49-1"
순성매화벚꽃축제,순성면 갈산리 특설무대,2023-04-08,2023-04-09,시낭송+풍물행사+공연+플리마켓+벚꽃사진대회,순성면 축제위원회,,,벚꽃+봄+사진+행사,31755,37.8545566,127.7582354,충청남도,당진시,순성면 갈산길 101-9,순성면,"갈산리, 406-4, 갈산리마을회관"
장고항실치마을수산물홍보행사,장고항 일대,2023-05-22,2023-05-23,실치회시식+맨손으로 물고기잡기+뱅어포만들기+장고항관련 퀴즈,충청남도  당진 수협,041-350-4271,,실치+뱅어포+장고항,31701,36.1633279,126.524373,충청남도,당진시,석문면 장고항로 298-5,석문면,"장고항리, 577, 평택해양경찰서, 당진파출소"
한진포구바지락갯벌체험축제,한진포구 일대,2023-12-31,2023-12-31,바지락갯벌체험+바지락 중량달기+맨손으로 물고기 잡기+불꽃놀이,한진포구바지락축제위원회,041-356-6098,,한진포구+바지락+갯벌체험,0,37.8842671,127.7324969,,,,,nan
순성왕매실&당진맥주 축제,순성왕매실영농조합 내 광장,2023-06-23,2023-06-25,매실따기+남원천 걷기행사+맥주 시음 및 맞추기+매실활용 콘테스트,순성왕매실영농조합,041-352-1446,,당진수제맥주+왕매실+순성브루어리,31757,37.2408414,127.1775117,충청남도,당진시,순성면 매실로 398,순성면,"봉소리, 1419-1, 순성왕매실영농조합"
당진합덕연꽃축제,합덕제 일원,2023-07-21,2023-07-23,연지카누+깡통열차+시 전시회+서예 전시회+,합덕제 연호문화축제 집행위원회,,,합덕제+연꽃+연지카누,31812,37.8545566,127.7582354,충청남도,당진시,합덕읍 덕평로 379-9,합덕읍,"합덕리, 304-3, 합덕수리민속박물관"
삽교호조개구이축제,삽교호 관광지 일원,2023-12-31,2023-12-31,바지락 빨리까기+삽교호 일몰여행+수산물 깜짝 경매+불꽃놀이,충청남도 당진시+한국동서발전,041-363-6680,,삽교호관광지+조개구이,31744,37.3914042,126.7309565,충청남도,당진시,신평면 삽교천3길 79,신평면,"운정리, 197-3"
심훈상록문화제,당진시청 일원,2023-12-31,2023-12-31,심훈 전국 시낭송대회+심훈기획 전시전+플리마켓,(사)심훈상록문화제 집행위원회,041-352-4808,https://www.djsangnok.org/,심훈+문학+필경사+심훈기념관,31773,33.2542777,126.2945292,충청남도,당진시,시청1로 1 (수청동),수청동,"1002, 당진시청"
남이흥장군문화제,충장사 일원,2023-12-31,2023-12-31,장군행렬 재연행사+학생 백일장+풍물놀이+무예시범+호패만들기,당진문화원+당진시궁도협회+당진시씨름협회 등,041-353-1517,http://www.chungjanggong.or.kr/,남이흥장군묘일원+남이흥장군유품,31797,37.250205,127.1655915,충청남도,당진시,대호지면 충장1길 73-48,대호지면,"도이리, 373-6"
제로섬씽,춘천문화예술회관 전시장,2022-09-29,2022-10-10,강원도를 터전으로 하는 작가 76인과 함께하는 에코아트페어 제로섬씽은 쓸모없는 아름다움’을 주제로 하고 있습니다,강원행복시대,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10831&search_type=1&search_keyword=ECA09CEBA19CEC84ACEC94BD,전시관람,24336,37.1453702,127.0702336,강원특별자치도,춘천시,효자상길5번길 13 (효자동),효자동,"산40-12, 춘천문화예술회관"
마스터클래스 23회차 영혼의 기타리스트 이근형 vs 괴물연주자 베이시스트 장태웅,강원음악창작소 1층 아니마떼끄,2022-09-24,2022-09-24,"일렉트릭 기타의 모든것에 대한 토론, 베이시스트의 다양한 테크닉과 앙상블의 이해",주관강원 음악 창작소,033-245-6321,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10730&search_type=1&search_keyword=EBA788EC8AA4ED84B0ED81B4EB9E98,특강+강좌,24461,37.9226151,127.7203762,강원특별자치도,춘천시,서면 박사로 854,서면,"현암리, 367-3, 강원정보문화진흥원"
봉산도예전,봉산문화거리,2011-04-07,2011-04-13,도예전시 및 부대행사,봉산문화협회,053-661-2177,,,41958,37.100542,129.0082994,대구광역시,중구,봉산문화길 77 (봉산동),봉산동,"125, 봉산문화회관"
봉산도예전,봉산문화거리,2012-04-06,2012-04-12,도예전시 및 부대행사,봉산문화협회,053-661-2177,,,41958,34.9824927,126.2682901,대구광역시,중구,봉산문화길 77 (봉산동),봉산동,"125, 봉산문화회관"
봉산도예전,봉산문화거리,2013-04-09,2014-04-17,도예전시 및 부대행사,봉산문화협회,053-661-2177,,,41958,36.1262946,128.3309464,대구광역시,중구,봉산문화길 77 (봉산동),봉산동,"125, 봉산문화회관"
봉산도예전,봉산문화거리,2014-04-11,2014-04-17,도예전시 및 부대행사,봉산문화협회,053-661-2177,,,41958,35.6336059,129.3294208,대구광역시,중구,봉산문화길 77 (봉산동),봉산동,"125, 봉산문화회관"
봉산도예전,봉산문화거리,2015-05-01,2015-05-05,도예전시 및 부대행사,봉산문화협회,053-661-2177,,,41958,37.9002867,127.0697619,대구광역시,중구,봉산문화길 77 (봉산동),봉산동,"125, 봉산문화회관"
봉산도예전,봉산문화거리,2016-05-10,2016-05-16,도예전시 및 부대행사,봉산문화협회,053-661-2177,,,41958,35.4350471,127.5485708,대구광역시,중구,봉산문화길 77 (봉산동),봉산동,"125, 봉산문화회관"
봉산조형페스티벌 도예조각전,봉산문화거리,2017-04-25,2017-05-01,도예전시 및 부대행사,봉산문화협회,053-661-2177,,,41958,33.3494593,126.2184532,대구광역시,중구,봉산문화길 77 (봉산동),봉산동,"125, 봉산문화회관"
봉산도자기축제,봉산문화거리,2018-04-10,2018-04-16,도예전시 및 부대행사(공방체험+ 도슨트프로그램+ 도예장터+ 경매 등),봉산문화협회,053-661-2177,,,41958,35.3588966,129.3604333,대구광역시,중구,봉산문화길 77 (봉산동),봉산동,"125, 봉산문화회관"
봉산도자기축제,봉산문화거리,2019-04-19,2019-04-21,도예전시 및 부대행사(공방체험+ 도슨트프로그램+ 도예장터+ 경매 등),봉산문화협회,053-661-2177,,,41958,35.871479,128.601482,대구광역시,중구,봉산문화길 77 (봉산동),봉산동,"125, 봉산문화회관"
봉산조형페스티벌,봉산문화거리,2020-10-09,2020-10-11,도예전시 및 부대행사,봉산문화협회,053-661-2177,,,41958,37.0218454,127.8643895,대구광역시,중구,봉산문화길 77 (봉산동),봉산동,"125, 봉산문화회관"
